    1.000000     0.000000     0.000000     1.000000     0.000000     0.000000     0.000000     0.000000  2 2     1
    1.000000     1.000000     1.000000     1.000000     0.000000     1.000000     0.000000     0.000000  1 1     1
    1.000000     0.000000     1.000000     0.000000     1.000000     1.000000     1.000000     0.000000  2 1     1
    1.000000     0.000000     1.000000     1.000000     1.000000     1.000000     1.000000     1.000000  1 1     1
    1.000000     1.000000     1.000000     0.000000     1.000000     1.000000     1.000000     0.000000  1 1     1
    0.000000     1.000000     1.000000     0.000000     1.000000     1.000000     0.000000     1.000000  3 3     1
    1.000000     0.000000     1.000000     1.000000     1.000000     1.000000     0.000000     1.000000  3 3     1
    0.000000     1.000000     1.000000     1.000000     1.000000     1.000000     0.000000     0.000000  3 3     1
    0.000000     0.000000     1.000000     1.000000     0.000000     1.000000     1.000000     1.000000  1 1     1
    0.000000     0.000000     1.000000     0.000000     0.000000     0.000000     1.000000     1.000000  3 3     1
    0.000000     0.000000     1.000000     1.000000     1.000000     1.000000     1.000000     0.000000  1 1     1
    1.000000     1.000000     1.000000     1.000000     0.000000     1.000000     1.000000     1.000000  1 1     1
    0.000000     0.000000     1.000000     0.000000     1.000000     0.000000     1.000000     1.000000  2 1     1
    0.000000     1.000000     1.000000     1.000000     1.000000     0.000000     1.000000     1.000000  1 1     1
    0.000000     0.000000     1.000000     1.000000     1.000000     0.000000     0.000000     1.000000  1 1     1
    1.000000     0.000000     0.000000     0.000000     1.000000     1.000000     1.000000     1.000000  2 1     1
    1.000000     0.000000     0.000000     0.000000     0.000000     1.000000     0.000000     1.000000  1 1     1
    0.000000     0.000000     0.000000     0.000000     1.000000     1.000000     0.000000     1.000000  2 1     1
    1.000000     1.000000     1.000000     1.000000     0.000000     1.000000     1.000000     0.000000  1 1     1
    1.000000     0.000000     1.000000     1.000000     1.000000     1.000000     0.000000     1.000000  1 1     1
    0.000000     1.000000     0.000000     0.000000     1.000000     1.000000     1.000000     0.000000  2 1     2
    0.000000     0.000000     1.000000     1.000000     0.000000     0.000000     0.000000     0.000000  2 2     2
    0.000000     0.000000     0.000000     0.000000     1.000000     1.000000     1.000000     1.000000  2 1     2
    0.000000     1.000000     1.000000     1.000000     0.000000     0.000000     0.000000     1.000000  3 3     2
    0.000000     1.000000     1.000000     1.000000     0.000000     1.000000     1.000000     1.000000  2 2     2
