1 4.27 3.49 3.29 2.79
1 5.18 2.93 3.66 2.65
1 3.72 3.48 3.95 2.33
1 4.49 4.84 3.8 3.43
1 3.87 4.84 4.44 2.98
1 4.91 3.56 2.91 3.68
1 3.94 2.42 3.59 3.2
1 3.12 2.39 3.07 3.11
1 3.39 3.57 3.51 3.36
1 4.21 3.58 3.98 4.21
1 3.67 3.31 3.18 2.51
1 3.57 3.18 2.97 2.54
1 4.09 3.1 3.03 2.6
1 3.81 3.37 3.33 3.58
1 4.14 3.31 2.42 2.92
1 4.21 2.58 3.14 3.58
1 4.71 3.35 3.08 3.76
1 3.41 2.58 2.77 2.9
1 3.58 1.93 2.12 1.95
1 5.01 3.75 2.53 3.36
1 3.04 3.78 2.76 2.24
1 5.5 3.14 2.81 2.98
1 2.58 2.78 3.21 3.88
1 5.28 3.12 2.78 3.32
1 3.17 2.88 2.89 1.61
1 4.65 4.32 3.74 3.86
1 2.9 2 2.13 3.19
1 4.46 2.71 2.96 2.88
1 2.43 2.62 2.55 2.61
1 4.22 3.01 3.9 2.79
1 4.36 3.39 3.42 3.06
1 4.77 3.7 3.01 4.53
1 4.38 2.64 2.92 3.24
1 2.99 1.98 2.64 2.67
1 4.4 3.13 3.49 4.08
1 4.04 4.44 3.96 4.04
1 3.98 3.14 2.21 3.44
1 3.59 2.81 3.16 2.72
1 5.16 2.89 3.94 3.64
1 4.05 2.52 3.48 3.27
1 3.78 2.85 2.12 1.68
1 4.56 3.02 3.85 3.88
1 3.25 2.83 2.62 3.17
1 3.22 2.63 3.02 2.78
1 3.53 2.79 2.81 3.1
1 3.71 3.32 2.58 3.18
1 2.78 2.89 4.55 2.69
1 3.13 2.72 2.68 3.18
1 4.88 4.52 4.12 4.1
1 3.89 4.07 4.18 3.62
1 3.23 1.83 3.28 3.46
1 2.59 2.41 3.61 1.51
1 4.22 2.39 3.29 3.32
1 1.77 1.61 2.45 2.64
1 3.4 3.65 2.69 3.61
1 4.66 3.49 3.58 3.36
1 3.78 2.91 2.95 3.5
1 4.51 4.63 2.72 3.54
1 3.56 2.87 3.12 3.03
1 3.59 3.58 3.16 3.47
1 3.32 3.03 4.01 3.14
1 3.26 2.84 2.81 3.55
1 3.85 3.04 3.05 3.13
1 4.44 3.89 3.67 4
1 2.56 4.08 2.81 3.72
1 4.73 3.53 3.83 3.33
1 3.43 2.09 3.45 2.94
1 4.5 3.55 3.93 3.2
1 3.81 3.08 2.18 1.92
1 4.89 3.31 3.25 3.2
1 3.39 3.76 3.87 3.23
1 4.27 3.06 2.91 3.35
1 3.69 1.59 2.33 2.63
1 3.44 1.75 3.14 2.99
1 4.41 2.67 3.17 3.14
1 3.44 3.09 2.84 2.95
1 5.05 3.57 3.67 3.48
1 5.59 4.55 3 3.24
1 3.8 3.29 3.87 3.93
1 4.11 3.3 3.17 4.13
1 3.35 3.09 3.23 4.3
1 3.54 3.57 2.66 4.32
1 3.8 3.6 3.7 3.83
1 4.27 4.13 2.72 3.87
1 3.99 2.18 2.19 3.24
1 3.02 2.39 2.35 2.6
1 4.73 2.81 2.65 2.78
1 3.5 2.72 1.71 2.14
1 3.83 3.53 2.64 3.53
1 2.1 2.76 2.18 2.47
1 2.7 2.43 1.73 2.63
1 4.65 3.43 3.4 2.83
1 2.91 2.58 2.96 4.42
1 3.23 4.24 3.78 3.63
1 4.35 3.44 2.74 4.17
1 4.44 2.69 2.55 3.16
1 4.33 2.5 3.46 3.73
1 4.23 3.75 1.62 2.41
1 4.63 2.99 3.12 4.14
1 4.56 2.32 4.39 2.87
1 3.4 2.86 2.01 2.34
1 4.02 3.21 4.05 3.9
1 3.22 1.08 2.14 1.59
1 2.78 2.89 3.84 3.8
1 5.21 4.6 3.58 4.28
1 3.21 2.34 2.54 2.71
1 1.71 1.86 2.7 1.79
1 4.96 3.69 4.22 4.3
1 4.16 3.31 2 2.13
1 3.39 2.59 2.33 3.3
1 5.36 4.27 3.51 2.83
1 2.95 2.63 1.88 2.11
1 3.61 3.52 3.4 3.3
1 2.96 3.61 4.45 2.49
1 4.56 3.64 3.47 3.13
1 3.25 2.13 2.73 3.14
1 3.54 3.74 3.01 3.51
1 4.41 3.17 3.16 3.1
1 3.55 3.29 2.57 3.58
1 3.14 1.77 3.02 2.8
1 4.04 3.01 2.44 3.81
1 4.14 3.05 3.81 3.78
1 2.78 2.62 2.98 2.21
1 4.18 2.99 3.05 2.91
1 3.59 1.73 2.78 3.17
1 3.77 3.78 3.39 2.43
1 4.02 3.47 4.24 3.51
1 3.72 3.24 3.35 1.96
1 4.66 3.08 3.89 2.76
1 4.66 3.25 3.8 2.58
1 3.4 3.41 3.75 4.09
1 3.39 4.02 3.33 3.82
1 1.73 2.75 2.39 2.51
1 4.04 3.87 2.49 3.46
1 3.02 2.67 3.06 2.96
1 3.35 2 1.92 2.38
1 4.11 2.88 2.58 2.55
1 3.52 3.46 3.17 4.04
1 4.34 3.35 3.79 4.13
1 2.88 1.2 2.18 2.26
1 4.33 2.86 3.45 3.35
1 5.29 3.9 3.12 3.47
1 3.84 3.2 3.97 2.24
1 5.38 4.01 2.24 3
1 3.15 2.32 2.09 1.44
1 4.02 2.78 3.77 2.84
1 4.24 2.97 3.36 2.16
1 4.47 3.58 2.7 3.2
1 3.67 2.51 3.31 2.08
1 2.67 2.7 3.13 3.13
1 5.34 3.27 3.25 4.17
1 2.84 2.33 3.35 2.94
1 4.34 3.68 3.16 3.54
1 3.86 3.62 3.96 3.3
1 3.94 3.94 3.9 3.89
1 4.03 2.37 4.41 3.3
1 3.5 2.98 2.55 4.04
1 6.11 4.38 3.96 3.73
1 3.9 2.71 2.26 3.51
1 3.66 3.84 2.93 3.45
1 4.14 2.96 3.3 3.7
1 4.01 4.84 3.68 3.53
1 5.07 3.8 2.77 3.91
1 5.34 5.17 4.78 4.17
1 4.41 4.63 3.59 3.78
1 3.31 2.34 3 2.54
1 4.31 3.06 2.83 3.2
1 3.8 2.44 3.41 3.26
1 3.44 4.39 3.34 3.91
1 4.08 2.39 4.74 3.03
1 3.31 3.26 2.35 2.95
1 3.84 3.86 2.33 2.69
1 4.05 2.77 3.91 2.15
1 3.38 3.45 2.15 2.96
1 5 3.82 3.72 3.19
1 3.46 3.05 3.08 4.03
1 4.32 4.01 2.59 2.67
1 4.08 3.76 3.14 2.86
1 3.74 3.15 3.68 3.44
1 3.97 2.8 3 1.92
1 3.14 3.06 2.81 3.79
1 4.17 4.05 3.24 2.58
1 2.14 2.3 2.06 2.74
1 4.79 2.82 4.27 4.16
1 6.23 4.5 3.63 4.32
1 4.46 3.78 4.02 3.51
1 5.25 4.84 3.81 4.07
1 3.71 3.39 3.09 3.58
1 3.46 2.29 3.79 3.21
1 3.71 3.8 3.28 2.91
1 4.17 3.84 3.17 4.14
1 4.18 3.31 2.16 2.59
1 4.33 3.73 3.65 3.85
1 3.45 3.69 2.81 2.94
1 3.83 2.21 1.39 1.7
1 3.37 3.43 2.82 3.84
1 4.1 2.69 3.52 3.13
1 4.1 3.28 3.59 3.37
1 3.81 3.08 4.46 3.26
1 3.67 2.36 3.61 2.69
1 3.62 3.86 3.21 3
1 3.02 3.84 2.67 3.23
1 4.39 3.5 3.02 2.49
1 4.17 2.69 3.72 3.71
1 4.43 2.67 3.08 3.86
1 3.42 2.42 3.28 2.69
1 3.05 3.33 3.14 3.59
1 3.66 3.07 2.9 3.35
1 5.23 3.93 3.36 3.92
1 3.79 2.52 2.45 2.55
1 4.32 3.44 3.01 3.35
1 4.19 2.08 3.93 2.54
1 4.18 3.05 3.12 2.7
1 4.55 3.49 4.01 3.99
1 3.68 4.05 3.13 3.35
1 3.86 3.23 3.1 3.29
1 3.33 3.24 3.46 2.17
1 2.84 1.18 2.33 3.22
1 2.35 2.78 2.02 2.18
1 3.69 3.73 3.55 3.11
1 4.02 2.67 3.4 3.47
1 3.77 2.66 3.32 2.4
1 4.58 3.11 3.22 2.93
1 4.5 3.97 2.53 2.72
1 4.39 3.83 4.09 2.78
1 3.77 3.3 3.61 3.23
1 3.19 3.53 2.83 1.59
1 4.71 2.1 3.44 1.98
1 3.81 2.74 2.72 2.91
1 4.69 3.07 4.62 1.96
1 2.6 3.31 2.25 2.13
1 5.98 3.79 3.45 3.14
1 3.86 2.21 2.28 4.05
1 3.93 2.79 2.96 3.05
1 2.76 2.26 2.78 1.89
1 5.01 3.99 2.76 2.82
1 4.52 2.89 4.31 3.44
1 5.72 3.62 3.93 4.06
1 2.62 3 2.59 2.79
1 4.42 3.81 4.46 4.37
1 4.04 2.73 2.67 2.33
1 2.91 3.11 2.6 2
1 3.93 3.14 3.07 3.33
1 5.42 2.98 3.66 3.95
1 4.57 2.89 2.98 2.76
1 3.79 3.75 3.39 3.03
1 3.39 3.38 3.15 3.35
1 3.05 2.81 2.14 2.79
1 4.13 3.42 2.79 2.96
1 4.03 3.41 2.02 2.59
1 3.69 3.44 2.36 3.51
1 3.04 3.59 2.49 2.98
1 3.52 2.46 2.79 1.64
1 2.06 2.61 2.73 3.28
1 3.64 2.21 2.21 2.37
1 2.66 2.65 2.38 2.9
1 4.21 3.33 3.8 2.72
1 6.04 4.65 3.06 3.8
1 3.82 4.03 3.65 2.44
1 4.22 3.01 3.34 3.64
1 3.37 3.53 3.5 3.75
1 4.61 2.89 3.61 3.15
1 4.06 3.33 3.14 2.25
1 3.51 3.6 4.16 2.08
1 4.6 3.55 3.52 3.73
1 4.19 3.74 2.98 2.9
1 2.83 2.19 2.06 2.29
1 3.31 2.45 3.24 2.77
1 2.43 2.06 2.26 2.15
1 4.45 3.21 2.75 3.24
1 4.09 3.46 3.1 2.58
1 3.78 3.16 3.47 2.47
1 3.48 2.69 3.13 3.76
1 3.65 2.48 2.79 2.69
1 3.11 2.2 2.72 2.49
1 2.89 2.6 3.86 3.96
1 4.12 3.35 2.94 3.01
1 3.89 3.7 2.97 3.7
1 4.32 2.47 2.74 3.5
1 4.26 2.8 3.65 2.92
1 3.83 3.79 2.95 3.22
1 2.89 2.05 2.87 2.5
1 2.92 2.73 2.91 3.08
1 4.66 3.81 3.11 3.76
1 3.28 3.38 1.7 1.47
1 3.7 3.12 3.28 3.19
1 3.86 3.32 4.39 2.45
1 2.86 2.87 2.11 3.44
1 3.88 2.41 2.61 2.61
1 4.19 4.14 3.37 3.63
1 4.75 4.05 4.21 4.13
1 3.58 2.76 2.99 3.35
1 2.67 2.8 2.51 2.07
1 3.51 1.71 2.21 3.39
1 3.92 2.64 1.56 2.6
1 4.42 3.42 2.71 3.77
1 4.08 2.99 2.48 3.79
1 3.93 3.57 3.75 3.64
1 4.28 3.08 2.97 3.55
2 -3.91 -3.46 -3.6 -2.93
2 -2.54 -3.39 -2.93 -2.42
2 -4.06 -3.31 -2.69 -2.27
